	Trial	RiskType	RewardType	ResponseType	Reward	Shock	SubjID
2	3	2	3	1.0	0.91	1	7
3	4	3	1	0.0	0.15	1	7
4	5	1	2	1.0	0.61	0	7
5	6	3	1	0.0	0.31	1	7
6	7	3	3	0.0	0.79	1	7
7	8	1	1	1.0	0.1	0	7
8	9	3	2	0.0	0.58	1	7
9	10	3	2	0.0	0.36	1	7
10	11	1	3	1.0	0.82	0	7
11	12	3	1	0.0	0.22	1	7
12	13	3	3	0.0	0.87	0	7
13	14	1	2	1.0	0.45	0	7
14	15	2	3	0.0	0.7	0	7
15	16	1	1	1.0	0.27	0	7
16	17	2	2	0.0	0.4	0	7
17	18	1	1	1.0	0.18	0	7
18	19	1	3	1.0	0.74	0	7
19	20	3	2	0.0	0.52	1	7
20	21	1	1	1.0	0.34	0	7
21	22	3	3	0.0	0.7	1	7
22	23	2	2	0.0	0.65	0	7
23	24	2	2	0.0	0.49	1	7
24	25	2	2	0.0	0.57	0	7
25	26	2	1	0.0	0.22	1	7
26	27	1	2	1.0	0.4	1	7
27	28	2	1	0.0	0.27	1	7
28	29	1	3	1.0	0.88	0	7
29	30	3	1	0.0	0.09	1	7
30	31	3	2	0.0	0.44	1	7
31	32	3	3	0.0	0.95	1	7
32	33	2	3	1.0	0.75	1	7
33	34	2	1	0.0	0.06	1	7
34	35	2	3	0.0	0.83	0	7
35	36	1	3	1.0	0.66	0	7
36	37	3	3	0.0	0.84	1	7
37	38	1	3	1.0	0.93	0	7
38	39	3	1	0.0	0.2	1	7
39	40	3	2	0.0	0.41	1	7
40	41	1	2	1.0	0.59	0	7
41	42	1	3	1.0	0.85	0	7
42	43	3	3	0.0	0.92	1	7
43	44	2	3	1.0	0.8	0	7
44	45	1	2	1.0	0.37	0	7
45	46	1	3	1.0	0.8	1	7
46	47	2	2	0.0	0.62	0	7
47	48	2	1	0.0	0.11	1	7
48	49	3	2	0.0	0.5	1	7
49	50	3	2	0.0	0.63	1	7
50	51	2	3	0.0	0.89	0	7
51	52	1	3	1.0	0.71	0	7
52	53	2	1	0.0	0.19	1	7
53	54	2	2	0.0	0.46	0	7
54	55	3	1	0.0	0.07	0	7
55	56	3	2	0.0	0.55	1	7
56	57	2	3	0.0	0.67	1	7
57	58	2	1	0.0	0.25	0	7
58	59	3	1	0.0	0.28	1	7
59	60	1	1	1.0	0.32	0	7
60	61	3	3	0.0	0.68	1	7
61	62	1	1	1.0	0.07	0	7
62	63	2	2	1.0	0.54	1	7
63	64	2	3	0.0	0.75	1	7
64	65	1	1	1.0	0.23	0	7
65	66	1	2	1.0	0.5	0	7
66	67	3	1	0.0	0.14	1	7
67	68	2	1	1.0	0.32	0	7
68	69	1	2	1.0	0.45	0	7
69	70	2	2	1.0	0.38	1	7
70	71	3	3	0.0	0.76	1	7
71	72	1	1	1.0	0.16	0	7
72	73	3	2	0.0	0.39	1	7
73	74	2	1	0.0	0.24	1	7
74	75	2	3	1.0	0.86	0	7
75	76	1	2	1.0	0.56	0	7
76	77	3	3	0.0	0.81	1	7
77	78	2	3	1.0	0.94	0	7
78	79	2	2	0.0	0.51	1	7
79	80	3	1	0.0	0.33	1	7
80	81	1	2	1.0	0.42	0	7
81	82	1	3	1.0	0.69	0	7
82	83	2	3	1.0	0.72	0	7
83	84	1	1	1.0	0.12	0	7
84	85	3	2	0.0	0.55	1	7
85	86	1	1	1.0	0.21	0	7
86	87	3	2	0.0	0.47	1	7
87	88	3	1	0.0	0.12	1	7
88	89	2	1	0.0	0.17	1	7
89	90	1	2	1.0	0.64	0	7
90	91	1	1	0.0	0.05	0	7
91	92	1	3	1.0	0.85	0	7
92	93	1	1	1.0	0.29	0	7
93	94	1	3	1.0	0.77	1	7
94	95	3	1	0.0	0.17	1	7
95	96	2	3	1.0	0.78	1	7
96	97	2	2	1.0	0.43	1	7
97	98	3	3	0.0	0.65	1	7
98	99	3	3	0.0	0.73	0	7
99	100	2	1	0.0	0.3	0	7
100	101	1	3	1.0	0.9	0	7
101	102	3	1	0.0	0.26	1	7
102	103	1	2	1.0	0.48	0	7
103	104	2	1	0.0	0.08	0	7
104	105	3	3	0.0	0.9	1	7
105	106	2	2	0.0	0.6	1	7
106	107	2	2	0.0	0.35	0	7
107	108	3	2	0.0	0.6	1	7
0	1	1	2	1.0	0.53	0	8
1	2	2	1	0.0	0.13	0	8
2	3	2	3	1.0	0.91	1	8
3	4	3	1	0.0	0.15	1	8
4	5	1	2	1.0	0.61	0	8
5	6	3	1	1.0	0.31	1	8
6	7	3	3	1.0	0.79	1	8
7	8	1	1	0.0	0.1	0	8
8	9	3	2	1.0	0.58	1	8
9	10	3	2	0.0	0.36	1	8
10	11	1	3	1.0	0.82	0	8
11	12	3	1	0.0	0.22	1	8
12	13	3	3	1.0	0.87	0	8
13	14	1	2	1.0	0.45	0	8
14	15	2	3	1.0	0.7	0	8
15	16	1	1	1.0	0.27	0	8
16	17	2	2	1.0	0.4	0	8
17	18	1	1	1.0	0.18	0	8
18	19	1	3	1.0	0.74	0	8
19	20	3	2	1.0	0.52	1	8
20	21	1	1	1.0	0.34	0	8
21	22	3	3	1.0	0.7	1	8
22	23	2	2	1.0	0.65	0	8
23	24	2	2	1.0	0.49	1	8
24	25	2	2	1.0	0.57	0	8
25	26	2	1	1.0	0.22	1	8
26	27	1	2	1.0	0.4	1	8
27	28	2	1	0.0	0.27	1	8
28	29	1	3	1.0	0.88	0	8
29	30	3	1	0.0	0.09	1	8
30	31	3	2	1.0	0.44	1	8
31	32	3	3	1.0	0.95	1	8
32	33	2	3	1.0	0.75	1	8
33	34	2	1	0.0	0.06	1	8
34	35	2	3	1.0	0.83	0	8
35	36	1	3	1.0	0.66	0	8
36	37	3	3	1.0	0.84	1	8
37	38	1	3	1.0	0.93	0	8
38	39	3	1	0.0	0.2	1	8
39	40	3	2	0.0	0.41	1	8
40	41	1	2	1.0	0.59	0	8
41	42	1	3	1.0	0.85	0	8
42	43	3	3	1.0	0.92	1	8
43	44	2	3	1.0	0.8	0	8
44	45	1	2	1.0	0.37	0	8
45	46	1	3	1.0	0.8	1	8
46	47	2	2	1.0	0.62	0	8
47	48	2	1	0.0	0.11	1	8
48	49	3	2	1.0	0.5	1	8
49	50	3	2	1.0	0.63	1	8
50	51	2	3	1.0	0.89	0	8
51	52	1	3	1.0	0.71	0	8
52	53	2	1	0.0	0.19	1	8
53	54	2	2	1.0	0.46	0	8
54	55	3	1	0.0	0.07	0	8
55	56	3	2	1.0	0.55	1	8
56	57	2	3	1.0	0.67	1	8
57	58	2	1	0.0	0.25	0	8
58	59	3	1	0.0	0.28	1	8
59	60	1	1	1.0	0.32	0	8
60	61	3	3	1.0	0.68	1	8
61	62	1	1	1.0	0.07	0	8
62	63	2	2	1.0	0.54	1	8
63	64	2	3	1.0	0.75	1	8
64	65	1	1	1.0	0.23	0	8
65	66	1	2	1.0	0.5	0	8
66	67	3	1	0.0	0.14	1	8
67	68	2	1	1.0	0.32	0	8
68	69	1	2	1.0	0.45	0	8
69	70	2	2	1.0	0.38	1	8
70	71	3	3	1.0	0.76	1	8
71	72	1	1	1.0	0.16	0	8
72	73	3	2	0.0	0.39	1	8
73	74	2	1	0.0	0.24	1	8
74	75	2	3	1.0	0.86	0	8
75	76	1	2	1.0	0.56	0	8
76	77	3	3	0.0	0.81	1	8
77	78	2	3	1.0	0.94	0	8
78	79	2	2	1.0	0.51	1	8
79	80	3	1	0.0	0.33	1	8
80	81	1	2	1.0	0.42	0	8
81	82	1	3	1.0	0.69	0	8
82	83	2	3	1.0	0.72	0	8
83	84	1	1	1.0	0.12	0	8
84	85	3	2	1.0	0.55	1	8
85	86	1	1	1.0	0.21	0	8
86	87	3	2	1.0	0.47	1	8
87	88	3	1	0.0	0.12	1	8
88	89	2	1	1.0	0.17	1	8
89	90	1	2	1.0	0.64	0	8
90	91	1	1	1.0	0.05	0	8
91	92	1	3	1.0	0.85	0	8
92	93	1	1	1.0	0.29	0	8
93	94	1	3	1.0	0.77	1	8
94	95	3	1	0.0	0.17	1	8
95	96	2	3	1.0	0.78	1	8
96	97	2	2	1.0	0.43	1	8
97	98	3	3	1.0	0.65	1	8
99	100	2	1	1.0	0.3	0	8
100	101	1	3	1.0	0.9	0	8
101	102	3	1	0.0	0.26	1	8
102	103	1	2	1.0	0.48	0	8
103	104	2	1	0.0	0.08	0	8
104	105	3	3	1.0	0.9	1	8
105	106	2	2	1.0	0.6	1	8
106	107	2	2	1.0	0.35	0	8
107	108	3	2	1.0	0.6	1	8
0	1	1	2	1.0	0.53	0	9
1	2	2	1	1.0	0.13	0	9
2	3	2	3	1.0	0.91	1	9
3	4	3	1	0.0	0.15	1	9
4	5	1	2	1.0	0.61	0	9
5	6	3	1	0.0	0.31	1	9
6	7	3	3	1.0	0.79	1	9
7	8	1	1	1.0	0.1	0	9
8	9	3	2	1.0	0.58	1	9
9	10	3	2	1.0	0.36	1	9
10	11	1	3	1.0	0.82	0	9
11	12	3	1	1.0	0.22	1	9
12	13	3	3	1.0	0.87	0	9
13	14	1	2	1.0	0.45	0	9
14	15	2	3	1.0	0.7	0	9
15	16	1	1	1.0	0.27	0	9
16	17	2	2	1.0	0.4	0	9
17	18	1	1	1.0	0.18	0	9
18	19	1	3	1.0	0.74	0	9
19	20	3	2	1.0	0.52	1	9
20	21	1	1	1.0	0.34	0	9
22	23	2	2	1.0	0.65	0	9
23	24	2	2	1.0	0.49	1	9
24	25	2	2	1.0	0.57	0	9
25	26	2	1	1.0	0.22	1	9
26	27	1	2	1.0	0.4	1	9
27	28	2	1	1.0	0.27	1	9
28	29	1	3	1.0	0.88	0	9
29	30	3	1	0.0	0.09	1	9
30	31	3	2	1.0	0.44	1	9
31	32	3	3	1.0	0.95	1	9
32	33	2	3	1.0	0.75	1	9
33	34	2	1	1.0	0.06	1	9
34	35	2	3	1.0	0.83	0	9
35	36	1	3	1.0	0.66	0	9
36	37	3	3	1.0	0.84	1	9
38	39	3	1	1.0	0.2	1	9
39	40	3	2	1.0	0.41	1	9
40	41	1	2	1.0	0.59	0	9
41	42	1	3	1.0	0.85	0	9
42	43	3	3	1.0	0.92	1	9
43	44	2	3	1.0	0.8	0	9
44	45	1	2	1.0	0.37	0	9
45	46	1	3	1.0	0.8	1	9
46	47	2	2	1.0	0.62	0	9
47	48	2	1	1.0	0.11	1	9
48	49	3	2	1.0	0.5	1	9
49	50	3	2	1.0	0.63	1	9
50	51	2	3	1.0	0.89	0	9
52	53	2	1	1.0	0.19	1	9
53	54	2	2	1.0	0.46	0	9
54	55	3	1	0.0	0.07	0	9
55	56	3	2	1.0	0.55	1	9
56	57	2	3	1.0	0.67	1	9
57	58	2	1	1.0	0.25	0	9
58	59	3	1	1.0	0.28	1	9
59	60	1	1	1.0	0.32	0	9
60	61	3	3	1.0	0.68	1	9
61	62	1	1	1.0	0.07	0	9
62	63	2	2	1.0	0.54	1	9
63	64	2	3	1.0	0.75	1	9
64	65	1	1	1.0	0.23	0	9
65	66	1	2	1.0	0.5	0	9
66	67	3	1	1.0	0.14	1	9
67	68	2	1	1.0	0.32	0	9
69	70	2	2	1.0	0.38	1	9
71	72	1	1	1.0	0.16	0	9
72	73	3	2	1.0	0.39	1	9
73	74	2	1	1.0	0.24	1	9
74	75	2	3	1.0	0.86	0	9
75	76	1	2	1.0	0.56	0	9
76	77	3	3	1.0	0.81	1	9
77	78	2	3	1.0	0.94	0	9
78	79	2	2	1.0	0.51	1	9
79	80	3	1	1.0	0.33	1	9
80	81	1	2	1.0	0.42	0	9
81	82	1	3	1.0	0.69	0	9
82	83	2	3	1.0	0.72	0	9
83	84	1	1	1.0	0.12	0	9
84	85	3	2	1.0	0.55	1	9
85	86	1	1	1.0	0.21	0	9
86	87	3	2	1.0	0.47	1	9
87	88	3	1	1.0	0.12	1	9
88	89	2	1	1.0	0.17	1	9
90	91	1	1	1.0	0.05	0	9
91	92	1	3	1.0	0.85	0	9
92	93	1	1	1.0	0.29	0	9
93	94	1	3	1.0	0.77	1	9
94	95	3	1	1.0	0.17	1	9
95	96	2	3	1.0	0.78	1	9
96	97	2	2	1.0	0.43	1	9
97	98	3	3	1.0	0.65	1	9
98	99	3	3	1.0	0.73	0	9
99	100	2	1	1.0	0.3	0	9
100	101	1	3	1.0	0.9	0	9
101	102	3	1	1.0	0.26	1	9
102	103	1	2	1.0	0.48	0	9
103	104	2	1	1.0	0.08	0	9
104	105	3	3	1.0	0.9	1	9
105	106	2	2	1.0	0.6	1	9
106	107	2	2	1.0	0.35	0	9
107	108	3	2	1.0	0.6	1	9
0	1	1	2	1	0.53	0	10
1	2	2	1	0	0.13	0	10
2	3	2	3	1	0.91	1	10
3	4	3	1	0	0.15	1	10
4	5	1	2	1	0.61	0	10
5	6	3	1	0	0.31	1	10
6	7	3	3	0	0.79	1	10
7	8	1	1	1	0.1	0	10
8	9	3	2	0	0.58	1	10
9	10	3	2	0	0.36	1	10
10	11	1	3	1	0.82	0	10
11	12	3	1	0	0.22	1	10
12	13	3	3	1	0.87	0	10
13	14	1	2	1	0.45	0	10
14	15	2	3	1	0.7	0	10
15	16	1	1	1	0.27	0	10
16	17	2	2	0	0.4	0	10
17	18	1	1	1	0.18	0	10
18	19	1	3	1	0.74	0	10
19	20	3	2	0	0.52	1	10
20	21	1	1	1	0.34	0	10
21	22	3	3	1	0.7	1	10
22	23	2	2	1	0.65	0	10
23	24	2	2	1	0.49	1	10
24	25	2	2	1	0.57	0	10
25	26	2	1	0	0.22	1	10
26	27	1	2	0	0.4	1	10
27	28	2	1	0	0.27	1	10
28	29	1	3	1	0.88	0	10
29	30	3	1	0	0.09	1	10
30	31	3	2	0	0.44	1	10
31	32	3	3	1	0.95	1	10
32	33	2	3	1	0.75	1	10
33	34	2	1	0	0.06	1	10
34	35	2	3	1	0.83	0	10
35	36	1	3	1	0.66	0	10
36	37	3	3	1	0.84	1	10
37	38	1	3	1	0.93	0	10
38	39	3	1	0	0.2	1	10
39	40	3	2	0	0.41	1	10
40	41	1	2	1	0.59	0	10
41	42	1	3	1	0.85	0	10
42	43	3	3	1	0.92	1	10
43	44	2	3	1	0.8	0	10
44	45	1	2	1	0.37	0	10
45	46	1	3	1	0.8	1	10
46	47	2	2	1	0.62	0	10
47	48	2	1	0	0.11	1	10
48	49	3	2	0	0.5	1	10
49	50	3	2	0	0.63	1	10
50	51	2	3	1	0.89	0	10
51	52	1	3	1	0.71	0	10
52	53	2	1	0	0.19	1	10
53	54	2	2	0	0.46	0	10
54	55	3	1	0	0.07	0	10
55	56	3	2	0	0.55	1	10
56	57	2	3	1	0.67	1	10
57	58	2	1	0	0.25	0	10
58	59	3	1	0	0.28	1	10
59	60	1	1	1	0.32	0	10
60	61	3	3	0	0.68	1	10
61	62	1	1	1	0.07	0	10
62	63	2	2	1	0.54	1	10
63	64	2	3	1	0.75	1	10
64	65	1	1	1	0.23	0	10
65	66	1	2	1	0.5	0	10
66	67	3	1	0	0.14	1	10
67	68	2	1	1	0.32	0	10
68	69	1	2	1	0.45	0	10
69	70	2	2	0	0.38	1	10
70	71	3	3	1	0.76	1	10
71	72	1	1	1	0.16	0	10
72	73	3	2	0	0.39	1	10
73	74	2	1	0	0.24	1	10
74	75	2	3	1	0.86	0	10
75	76	1	2	1	0.56	0	10
76	77	3	3	1	0.81	1	10
77	78	2	3	1	0.94	0	10
78	79	2	2	0	0.51	1	10
79	80	3	1	0	0.33	1	10
80	81	1	2	1	0.42	0	10
81	82	1	3	1	0.69	0	10
82	83	2	3	1	0.72	0	10
83	84	1	1	1	0.12	0	10
84	85	3	2	0	0.55	1	10
85	86	1	1	1	0.21	0	10
86	87	3	2	0	0.47	1	10
87	88	3	1	0	0.12	1	10
88	89	2	1	0	0.17	1	10
89	90	1	2	1	0.64	0	10
90	91	1	1	1	0.05	0	10
91	92	1	3	1	0.85	0	10
92	93	1	1	1	0.29	0	10
93	94	1	3	1	0.77	1	10
94	95	3	1	0	0.17	1	10
95	96	2	3	1	0.78	1	10
96	97	2	2	1	0.43	1	10
97	98	3	3	1	0.65	1	10
98	99	3	3	1	0.73	0	10
99	100	2	1	0	0.3	0	10
100	101	1	3	1	0.9	0	10
101	102	3	1	0	0.26	1	10
102	103	1	2	1	0.48	0	10
103	104	2	1	0	0.08	0	10
104	105	3	3	0	0.9	1	10
105	106	2	2	1	0.6	1	10
106	107	2	2	0	0.35	0	10
107	108	3	2	0	0.6	1	10
0	1	1	2	1	0.53	0	11
1	2	2	1	1	0.13	0	11
2	3	2	3	1	0.91	1	11
3	4	3	1	0	0.15	1	11
4	5	1	2	1	0.61	0	11
5	6	3	1	1	0.31	1	11
6	7	3	3	1	0.79	1	11
7	8	1	1	1	0.1	0	11
8	9	3	2	1	0.58	1	11
9	10	3	2	0	0.36	1	11
10	11	1	3	1	0.82	0	11
11	12	3	1	0	0.22	1	11
12	13	3	3	1	0.87	0	11
13	14	1	2	1	0.45	0	11
14	15	2	3	1	0.7	0	11
15	16	1	1	1	0.27	0	11
16	17	2	2	1	0.4	0	11
17	18	1	1	1	0.18	0	11
18	19	1	3	1	0.74	0	11
19	20	3	2	0	0.52	1	11
20	21	1	1	1	0.34	0	11
21	22	3	3	1	0.7	1	11
22	23	2	2	1	0.65	0	11
23	24	2	2	1	0.49	1	11
24	25	2	2	1	0.57	0	11
25	26	2	1	0	0.22	1	11
26	27	1	2	1	0.4	1	11
27	28	2	1	0	0.27	1	11
28	29	1	3	1	0.88	0	11
29	30	3	1	0	0.09	1	11
30	31	3	2	0	0.44	1	11
31	32	3	3	1	0.95	1	11
32	33	2	3	1	0.75	1	11
33	34	2	1	0	0.06	1	11
34	35	2	3	1	0.83	0	11
35	36	1	3	1	0.66	0	11
36	37	3	3	1	0.84	1	11
37	38	1	3	1	0.93	0	11
38	39	3	1	0	0.2	1	11
39	40	3	2	0	0.41	1	11
40	41	1	2	1	0.59	0	11
41	42	1	3	1	0.85	0	11
42	43	3	3	1	0.92	1	11
43	44	2	3	1	0.8	0	11
44	45	1	2	1	0.37	0	11
45	46	1	3	1	0.8	1	11
46	47	2	2	1	0.62	0	11
47	48	2	1	0	0.11	1	11
48	49	3	2	1	0.5	1	11
49	50	3	2	1	0.63	1	11
50	51	2	3	1	0.89	0	11
51	52	1	3	1	0.71	0	11
52	53	2	1	0	0.19	1	11
53	54	2	2	1	0.46	0	11
54	55	3	1	0	0.07	0	11
55	56	3	2	1	0.55	1	11
56	57	2	3	1	0.67	1	11
57	58	2	1	0	0.25	0	11
58	59	3	1	0	0.28	1	11
59	60	1	1	1	0.32	0	11
60	61	3	3	1	0.68	1	11
61	62	1	1	0	0.07	0	11
62	63	2	2	1	0.54	1	11
63	64	2	3	1	0.75	1	11
64	65	1	1	1	0.23	0	11
65	66	1	2	1	0.5	0	11
66	67	3	1	0	0.14	1	11
67	68	2	1	1	0.32	0	11
68	69	1	2	1	0.45	0	11
69	70	2	2	1	0.38	1	11
70	71	3	3	1	0.76	1	11
71	72	1	1	1	0.16	0	11
72	73	3	2	0	0.39	1	11
73	74	2	1	1	0.24	1	11
74	75	2	3	1	0.86	0	11
75	76	1	2	1	0.56	0	11
76	77	3	3	1	0.81	1	11
77	78	2	3	1	0.94	0	11
78	79	2	2	1	0.51	1	11
79	80	3	1	0	0.33	1	11
80	81	1	2	1	0.42	0	11
81	82	1	3	1	0.69	0	11
82	83	2	3	1	0.72	0	11
83	84	1	1	1	0.12	0	11
84	85	3	2	1	0.55	1	11
85	86	1	1	1	0.21	0	11
86	87	3	2	0	0.47	1	11
87	88	3	1	0	0.12	1	11
88	89	2	1	0	0.17	1	11
89	90	1	2	1	0.64	0	11
90	91	1	1	1	0.05	0	11
91	92	1	3	1	0.85	0	11
92	93	1	1	1	0.29	0	11
93	94	1	3	1	0.77	1	11
94	95	3	1	0	0.17	1	11
95	96	2	3	1	0.78	1	11
96	97	2	2	1	0.43	1	11
97	98	3	3	1	0.65	1	11
98	99	3	3	1	0.73	0	11
99	100	2	1	1	0.3	0	11
100	101	1	3	1	0.9	0	11
101	102	3	1	0	0.26	1	11
102	103	1	2	1	0.48	0	11
103	104	2	1	0	0.08	0	11
104	105	3	3	1	0.9	1	11
105	106	2	2	1	0.6	1	11
106	107	2	2	1	0.35	0	11
107	108	3	2	1	0.6	1	11
0	1	1	2	1	0.53	0	12
1	2	2	1	1	0.13	0	12
2	3	2	3	1	0.91	1	12
3	4	3	1	1	0.15	1	12
4	5	1	2	1	0.61	0	12
5	6	3	1	1	0.31	1	12
6	7	3	3	1	0.79	1	12
7	8	1	1	1	0.1	0	12
8	9	3	2	1	0.58	1	12
9	10	3	2	1	0.36	1	12
10	11	1	3	1	0.82	0	12
11	12	3	1	1	0.22	1	12
12	13	3	3	1	0.87	0	12
13	14	1	2	1	0.45	0	12
14	15	2	3	1	0.7	0	12
15	16	1	1	1	0.27	0	12
16	17	2	2	1	0.4	0	12
17	18	1	1	1	0.18	0	12
18	19	1	3	1	0.74	0	12
19	20	3	2	1	0.52	1	12
20	21	1	1	1	0.34	0	12
21	22	3	3	1	0.7	1	12
22	23	2	2	1	0.65	0	12
23	24	2	2	1	0.49	1	12
24	25	2	2	1	0.57	0	12
25	26	2	1	1	0.22	1	12
26	27	1	2	1	0.4	1	12
27	28	2	1	1	0.27	1	12
28	29	1	3	1	0.88	0	12
29	30	3	1	1	0.09	1	12
30	31	3	2	1	0.44	1	12
31	32	3	3	1	0.95	1	12
32	33	2	3	1	0.75	1	12
33	34	2	1	1	0.06	1	12
34	35	2	3	1	0.83	0	12
35	36	1	3	1	0.66	0	12
36	37	3	3	1	0.84	1	12
37	38	1	3	1	0.93	0	12
38	39	3	1	1	0.2	1	12
39	40	3	2	1	0.41	1	12
40	41	1	2	1	0.59	0	12
41	42	1	3	1	0.85	0	12
42	43	3	3	1	0.92	1	12
43	44	2	3	1	0.8	0	12
44	45	1	2	1	0.37	0	12
45	46	1	3	1	0.8	1	12
46	47	2	2	1	0.62	0	12
47	48	2	1	1	0.11	1	12
48	49	3	2	1	0.5	1	12
49	50	3	2	1	0.63	1	12
50	51	2	3	1	0.89	0	12
51	52	1	3	1	0.71	0	12
52	53	2	1	1	0.19	1	12
53	54	2	2	1	0.46	0	12
54	55	3	1	1	0.07	0	12
55	56	3	2	1	0.55	1	12
56	57	2	3	1	0.67	1	12
57	58	2	1	1	0.25	0	12
58	59	3	1	1	0.28	1	12
59	60	1	1	1	0.32	0	12
60	61	3	3	1	0.68	1	12
61	62	1	1	1	0.07	0	12
62	63	2	2	1	0.54	1	12
63	64	2	3	1	0.75	1	12
64	65	1	1	1	0.23	0	12
65	66	1	2	1	0.5	0	12
66	67	3	1	1	0.14	1	12
67	68	2	1	1	0.32	0	12
68	69	1	2	1	0.45	0	12
69	70	2	2	1	0.38	1	12
70	71	3	3	1	0.76	1	12
71	72	1	1	1	0.16	0	12
72	73	3	2	1	0.39	1	12
73	74	2	1	1	0.24	1	12
74	75	2	3	1	0.86	0	12
75	76	1	2	1	0.56	0	12
76	77	3	3	1	0.81	1	12
77	78	2	3	1	0.94	0	12
78	79	2	2	1	0.51	1	12
79	80	3	1	1	0.33	1	12
80	81	1	2	1	0.42	0	12
81	82	1	3	1	0.69	0	12
82	83	2	3	1	0.72	0	12
83	84	1	1	1	0.12	0	12
84	85	3	2	1	0.55	1	12
85	86	1	1	1	0.21	0	12
86	87	3	2	1	0.47	1	12
87	88	3	1	1	0.12	1	12
88	89	2	1	1	0.17	1	12
89	90	1	2	1	0.64	0	12
90	91	1	1	1	0.05	0	12
