	Trial	RiskType	RewardType	ResponseType	Reward	Shock	SubjID
40	41	1	2	1.0	0.59	0	25
41	42	1	3	1.0	0.85	0	25
42	43	3	3	1.0	0.92	1	25
43	44	2	3	1.0	0.8	0	25
44	45	1	2	0.0	0.37	0	25
45	46	1	3	1.0	0.8	1	25
46	47	2	2	1.0	0.62	0	25
47	48	2	1	0.0	0.11	1	25
48	49	3	2	1.0	0.5	1	25
49	50	3	2	1.0	0.63	1	25
50	51	2	3	1.0	0.89	0	25
51	52	1	3	1.0	0.71	0	25
52	53	2	1	0.0	0.19	1	25
53	54	2	2	0.0	0.46	0	25
54	55	3	1	0.0	0.07	0	25
55	56	3	2	1.0	0.55	1	25
56	57	2	3	1.0	0.67	1	25
57	58	2	1	0.0	0.25	0	25
58	59	3	1	0.0	0.28	1	25
59	60	1	1	0.0	0.32	0	25
60	61	3	3	1.0	0.68	1	25
61	62	1	1	0.0	0.07	0	25
62	63	2	2	1.0	0.54	1	25
63	64	2	3	1.0	0.75	1	25
64	65	1	1	0.0	0.23	0	25
65	66	1	2	1.0	0.5	0	25
66	67	3	1	0.0	0.14	1	25
67	68	2	1	0.0	0.32	0	25
68	69	1	2	0.0	0.45	0	25
69	70	2	2	0.0	0.38	1	25
70	71	3	3	1.0	0.76	1	25
71	72	1	1	0.0	0.16	0	25
72	73	3	2	0.0	0.39	1	25
73	74	2	1	0.0	0.24	1	25
74	75	2	3	1.0	0.86	0	25
75	76	1	2	1.0	0.56	0	25
76	77	3	3	1.0	0.81	1	25
77	78	2	3	1.0	0.94	0	25
78	79	2	2	1.0	0.51	1	25
79	80	3	1	0.0	0.33	1	25
80	81	1	2	0.0	0.42	0	25
81	82	1	3	1.0	0.69	0	25
82	83	2	3	1.0	0.72	0	25
83	84	1	1	0.0	0.12	0	25
84	85	3	2	1.0	0.55	1	25
85	86	1	1	0.0	0.21	0	25
86	87	3	2	0.0	0.47	1	25
87	88	3	1	0.0	0.12	1	25
88	89	2	1	0.0	0.17	1	25
89	90	1	2	1.0	0.64	0	25
90	91	1	1	0.0	0.05	0	25
91	92	1	3	1.0	0.85	0	25
92	93	1	1	0.0	0.29	0	25
93	94	1	3	1.0	0.77	1	25
94	95	3	1	0.0	0.17	1	25
95	96	2	3	1.0	0.78	1	25
97	98	3	3	1.0	0.65	1	25
98	99	3	3	1.0	0.73	0	25
99	100	2	1	0.0	0.3	0	25
100	101	1	3	1.0	0.9	0	25
101	102	3	1	0.0	0.26	1	25
102	103	1	2	0.0	0.48	0	25
103	104	2	1	0.0	0.08	0	25
104	105	3	3	1.0	0.9	1	25
105	106	2	2	1.0	0.6	1	25
106	107	2	2	0.0	0.35	0	25
107	108	3	2	1.0	0.6	1	25
0	1	1	2	1.0	0.53	0	26
1	2	2	1	1.0	0.13	0	26
2	3	2	3	1.0	0.91	1	26
3	4	3	1	0.0	0.15	1	26
4	5	1	2	1.0	0.61	0	26
5	6	3	1	0.0	0.31	1	26
6	7	3	3	1.0	0.79	1	26
7	8	1	1	1.0	0.1	0	26
8	9	3	2	0.0	0.58	1	26
9	10	3	2	1.0	0.36	1	26
10	11	1	3	1.0	0.82	0	26
11	12	3	1	0.0	0.22	1	26
12	13	3	3	0.0	0.87	0	26
13	14	1	2	1.0	0.45	0	26
14	15	2	3	1.0	0.7	0	26
15	16	1	1	1.0	0.27	0	26
16	17	2	2	1.0	0.4	0	26
17	18	1	1	1.0	0.18	0	26
18	19	1	3	1.0	0.74	0	26
19	20	3	2	0.0	0.52	1	26
20	21	1	1	1.0	0.34	0	26
21	22	3	3	0.0	0.7	1	26
22	23	2	2	1.0	0.65	0	26
23	24	2	2	1.0	0.49	1	26
24	25	2	2	1.0	0.57	0	26
25	26	2	1	1.0	0.22	1	26
26	27	1	2	1.0	0.4	1	26
27	28	2	1	1.0	0.27	1	26
28	29	1	3	1.0	0.88	0	26
29	30	3	1	0.0	0.09	1	26
30	31	3	2	0.0	0.44	1	26
31	32	3	3	1.0	0.95	1	26
32	33	2	3	1.0	0.75	1	26
33	34	2	1	0.0	0.06	1	26
34	35	2	3	1.0	0.83	0	26
35	36	1	3	1.0	0.66	0	26
36	37	3	3	0.0	0.84	1	26
37	38	1	3	1.0	0.93	0	26
38	39	3	1	0.0	0.2	1	26
39	40	3	2	0.0	0.41	1	26
40	41	1	2	1.0	0.59	0	26
41	42	1	3	1.0	0.85	0	26
42	43	3	3	1.0	0.92	1	26
43	44	2	3	1.0	0.8	0	26
44	45	1	2	1.0	0.37	0	26
45	46	1	3	1.0	0.8	1	26
46	47	2	2	1.0	0.62	0	26
47	48	2	1	0.0	0.11	1	26
48	49	3	2	0.0	0.5	1	26
49	50	3	2	0.0	0.63	1	26
50	51	2	3	1.0	0.89	0	26
51	52	1	3	1.0	0.71	0	26
52	53	2	1	1.0	0.19	1	26
53	54	2	2	1.0	0.46	0	26
54	55	3	1	0.0	0.07	0	26
55	56	3	2	0.0	0.55	1	26
56	57	2	3	1.0	0.67	1	26
57	58	2	1	1.0	0.25	0	26
58	59	3	1	0.0	0.28	1	26
59	60	1	1	1.0	0.32	0	26
60	61	3	3	0.0	0.68	1	26
61	62	1	1	1.0	0.07	0	26
62	63	2	2	1.0	0.54	1	26
63	64	2	3	1.0	0.75	1	26
64	65	1	1	0.0	0.23	0	26
65	66	1	2	1.0	0.5	0	26
66	67	3	1	0.0	0.14	1	26
67	68	2	1	1.0	0.32	0	26
68	69	1	2	1.0	0.45	0	26
69	70	2	2	1.0	0.38	1	26
70	71	3	3	0.0	0.76	1	26
71	72	1	1	1.0	0.16	0	26
72	73	3	2	0.0	0.39	1	26
73	74	2	1	1.0	0.24	1	26
74	75	2	3	1.0	0.86	0	26
75	76	1	2	1.0	0.56	0	26
76	77	3	3	0.0	0.81	1	26
77	78	2	3	1.0	0.94	0	26
78	79	2	2	1.0	0.51	1	26
79	80	3	1	0.0	0.33	1	26
80	81	1	2	1.0	0.42	0	26
81	82	1	3	1.0	0.69	0	26
82	83	2	3	1.0	0.72	0	26
83	84	1	1	1.0	0.12	0	26
84	85	3	2	0.0	0.55	1	26
86	87	3	2	0.0	0.47	1	26
87	88	3	1	0.0	0.12	1	26
88	89	2	1	1.0	0.17	1	26
89	90	1	2	1.0	0.64	0	26
90	91	1	1	1.0	0.05	0	26
91	92	1	3	1.0	0.85	0	26
92	93	1	1	1.0	0.29	0	26
93	94	1	3	0.0	0.77	1	26
94	95	3	1	0.0	0.17	1	26
95	96	2	3	1.0	0.78	1	26
96	97	2	2	1.0	0.43	1	26
97	98	3	3	0.0	0.65	1	26
98	99	3	3	0.0	0.73	0	26
99	100	2	1	1.0	0.3	0	26
100	101	1	3	1.0	0.9	0	26
103	104	2	1	0.0	0.08	0	26
104	105	3	3	0.0	0.9	1	26
105	106	2	2	1.0	0.6	1	26
106	107	2	2	0.0	0.35	0	26
107	108	3	2	0.0	0.6	1	26
0	1	1	2	1.0	0.53	0	27
1	2	2	1	1.0	0.13	0	27
2	3	2	3	1.0	0.91	1	27
3	4	3	1	1.0	0.15	1	27
4	5	1	2	1.0	0.61	0	27
5	6	3	1	1.0	0.31	1	27
6	7	3	3	1.0	0.79	1	27
7	8	1	1	1.0	0.1	0	27
8	9	3	2	1.0	0.58	1	27
9	10	3	2	1.0	0.36	1	27
10	11	1	3	1.0	0.82	0	27
11	12	3	1	1.0	0.22	1	27
12	13	3	3	1.0	0.87	0	27
13	14	1	2	0.0	0.45	0	27
14	15	2	3	1.0	0.7	0	27
15	16	1	1	1.0	0.27	0	27
16	17	2	2	1.0	0.4	0	27
17	18	1	1	1.0	0.18	0	27
18	19	1	3	1.0	0.74	0	27
19	20	3	2	1.0	0.52	1	27
20	21	1	1	1.0	0.34	0	27
21	22	3	3	1.0	0.7	1	27
22	23	2	2	1.0	0.65	0	27
23	24	2	2	1.0	0.49	1	27
24	25	2	2	1.0	0.57	0	27
25	26	2	1	1.0	0.22	1	27
26	27	1	2	1.0	0.4	1	27
27	28	2	1	1.0	0.27	1	27
28	29	1	3	1.0	0.88	0	27
29	30	3	1	0.0	0.09	1	27
30	31	3	2	1.0	0.44	1	27
31	32	3	3	1.0	0.95	1	27
32	33	2	3	1.0	0.75	1	27
33	34	2	1	1.0	0.06	1	27
34	35	2	3	1.0	0.83	0	27
35	36	1	3	1.0	0.66	0	27
36	37	3	3	1.0	0.84	1	27
37	38	1	3	1.0	0.93	0	27
38	39	3	1	1.0	0.2	1	27
39	40	3	2	1.0	0.41	1	27
40	41	1	2	1.0	0.59	0	27
41	42	1	3	1.0	0.85	0	27
42	43	3	3	1.0	0.92	1	27
43	44	2	3	1.0	0.8	0	27
44	45	1	2	1.0	0.37	0	27
45	46	1	3	1.0	0.8	1	27
46	47	2	2	1.0	0.62	0	27
47	48	2	1	1.0	0.11	1	27
48	49	3	2	1.0	0.5	1	27
49	50	3	2	1.0	0.63	1	27
50	51	2	3	1.0	0.89	0	27
51	52	1	3	1.0	0.71	0	27
52	53	2	1	1.0	0.19	1	27
53	54	2	2	1.0	0.46	0	27
54	55	3	1	0.0	0.07	0	27
55	56	3	2	1.0	0.55	1	27
56	57	2	3	1.0	0.67	1	27
57	58	2	1	1.0	0.25	0	27
58	59	3	1	1.0	0.28	1	27
59	60	1	1	1.0	0.32	0	27
60	61	3	3	1.0	0.68	1	27
62	63	2	2	1.0	0.54	1	27
63	64	2	3	1.0	0.75	1	27
64	65	1	1	1.0	0.23	0	27
65	66	1	2	1.0	0.5	0	27
66	67	3	1	1.0	0.14	1	27
67	68	2	1	1.0	0.32	0	27
68	69	1	2	1.0	0.45	0	27
70	71	3	3	1.0	0.76	1	27
71	72	1	1	1.0	0.16	0	27
72	73	3	2	1.0	0.39	1	27
73	74	2	1	1.0	0.24	1	27
74	75	2	3	1.0	0.86	0	27
75	76	1	2	1.0	0.56	0	27
76	77	3	3	1.0	0.81	1	27
77	78	2	3	1.0	0.94	0	27
78	79	2	2	1.0	0.51	1	27
79	80	3	1	1.0	0.33	1	27
80	81	1	2	1.0	0.42	0	27
81	82	1	3	1.0	0.69	0	27
82	83	2	3	1.0	0.72	0	27
84	85	3	2	1.0	0.55	1	27
85	86	1	1	1.0	0.21	0	27
86	87	3	2	1.0	0.47	1	27
88	89	2	1	0.0	0.17	1	27
89	90	1	2	1.0	0.64	0	27
90	91	1	1	0.0	0.05	0	27
91	92	1	3	1.0	0.85	0	27
92	93	1	1	1.0	0.29	0	27
93	94	1	3	1.0	0.77	1	27
94	95	3	1	1.0	0.17	1	27
95	96	2	3	1.0	0.78	1	27
96	97	2	2	1.0	0.43	1	27
97	98	3	3	1.0	0.65	1	27
98	99	3	3	1.0	0.73	0	27
99	100	2	1	1.0	0.3	0	27
100	101	1	3	1.0	0.9	0	27
101	102	3	1	1.0	0.26	1	27
102	103	1	2	1.0	0.48	0	27
104	105	3	3	1.0	0.9	1	27
105	106	2	2	1.0	0.6	1	27
106	107	2	2	1.0	0.35	0	27
107	108	3	2	1.0	0.6	1	27
0	1	1	2	1	0.53	0	28
1	2	2	1	0	0.13	0	28
2	3	2	3	1	0.91	1	28
3	4	3	1	0	0.15	1	28
4	5	1	2	1	0.61	0	28
5	6	3	1	0	0.31	1	28
6	7	3	3	1	0.79	1	28
7	8	1	1	1	0.1	0	28
8	9	3	2	1	0.58	1	28
9	10	3	2	0	0.36	1	28
10	11	1	3	1	0.82	0	28
11	12	3	1	0	0.22	1	28
12	13	3	3	1	0.87	0	28
13	14	1	2	1	0.45	0	28
14	15	2	3	1	0.7	0	28
15	16	1	1	1	0.27	0	28
16	17	2	2	1	0.4	0	28
17	18	1	1	0	0.18	0	28
18	19	1	3	1	0.74	0	28
19	20	3	2	0	0.52	1	28
20	21	1	1	1	0.34	0	28
21	22	3	3	1	0.7	1	28
22	23	2	2	1	0.65	0	28
23	24	2	2	1	0.49	1	28
24	25	2	2	1	0.57	0	28
25	26	2	1	0	0.22	1	28
26	27	1	2	1	0.4	1	28
27	28	2	1	0	0.27	1	28
28	29	1	3	1	0.88	0	28
29	30	3	1	0	0.09	1	28
30	31	3	2	0	0.44	1	28
31	32	3	3	1	0.95	1	28
32	33	2	3	1	0.75	1	28
33	34	2	1	0	0.06	1	28
34	35	2	3	1	0.83	0	28
35	36	1	3	1	0.66	0	28
36	37	3	3	1	0.84	1	28
37	38	1	3	1	0.93	0	28
38	39	3	1	0	0.2	1	28
39	40	3	2	1	0.41	1	28
40	41	1	2	1	0.59	0	28
41	42	1	3	1	0.85	0	28
42	43	3	3	1	0.92	1	28
43	44	2	3	1	0.8	0	28
44	45	1	2	1	0.37	0	28
45	46	1	3	1	0.8	1	28
46	47	2	2	1	0.62	0	28
47	48	2	1	1	0.11	1	28
48	49	3	2	1	0.5	1	28
49	50	3	2	1	0.63	1	28
50	51	2	3	1	0.89	0	28
51	52	1	3	1	0.71	0	28
52	53	2	1	1	0.19	1	28
53	54	2	2	1	0.46	0	28
54	55	3	1	0	0.07	0	28
55	56	3	2	1	0.55	1	28
56	57	2	3	1	0.67	1	28
57	58	2	1	1	0.25	0	28
58	59	3	1	1	0.28	1	28
59	60	1	1	1	0.32	0	28
60	61	3	3	1	0.68	1	28
61	62	1	1	1	0.07	0	28
62	63	2	2	1	0.54	1	28
63	64	2	3	1	0.75	1	28
64	65	1	1	1	0.23	0	28
65	66	1	2	1	0.5	0	28
66	67	3	1	0	0.14	1	28
67	68	2	1	1	0.32	0	28
68	69	1	2	1	0.45	0	28
69	70	2	2	1	0.38	1	28
70	71	3	3	1	0.76	1	28
71	72	1	1	1	0.16	0	28
72	73	3	2	0	0.39	1	28
73	74	2	1	0	0.24	1	28
74	75	2	3	1	0.86	0	28
75	76	1	2	1	0.56	0	28
76	77	3	3	1	0.81	1	28
77	78	2	3	1	0.94	0	28
78	79	2	2	0	0.51	1	28
79	80	3	1	0	0.33	1	28
80	81	1	2	1	0.42	0	28
81	82	1	3	1	0.69	0	28
82	83	2	3	1	0.72	0	28
83	84	1	1	1	0.12	0	28
84	85	3	2	1	0.55	1	28
85	86	1	1	1	0.21	0	28
86	87	3	2	1	0.47	1	28
87	88	3	1	1	0.12	1	28
88	89	2	1	1	0.17	1	28
89	90	1	2	1	0.64	0	28
90	91	1	1	0	0.05	0	28
91	92	1	3	1	0.85	0	28
92	93	1	1	1	0.29	0	28
93	94	1	3	1	0.77	1	28
94	95	3	1	1	0.17	1	28
95	96	2	3	1	0.78	1	28
96	97	2	2	1	0.43	1	28
97	98	3	3	1	0.65	1	28
98	99	3	3	1	0.73	0	28
99	100	2	1	1	0.3	0	28
100	101	1	3	1	0.9	0	28
101	102	3	1	1	0.26	1	28
102	103	1	2	1	0.48	0	28
103	104	2	1	1	0.08	0	28
104	105	3	3	1	0.9	1	28
105	106	2	2	1	0.6	1	28
106	107	2	2	1	0.35	0	28
107	108	3	2	1	0.6	1	28
0	1	1	2	1.0	0.53	0	29
1	2	2	1	0.0	0.13	0	29
2	3	2	3	1.0	0.91	1	29
3	4	3	1	0.0	0.15	1	29
4	5	1	2	1.0	0.61	0	29
5	6	3	1	1.0	0.31	1	29
6	7	3	3	1.0	0.79	1	29
7	8	1	1	1.0	0.1	0	29
8	9	3	2	1.0	0.58	1	29
9	10	3	2	0.0	0.36	1	29
10	11	1	3	1.0	0.82	0	29
11	12	3	1	0.0	0.22	1	29
12	13	3	3	1.0	0.87	0	29
13	14	1	2	1.0	0.45	0	29
14	15	2	3	1.0	0.7	0	29
15	16	1	1	1.0	0.27	0	29
16	17	2	2	1.0	0.4	0	29
17	18	1	1	1.0	0.18	0	29
18	19	1	3	1.0	0.74	0	29
19	20	3	2	1.0	0.52	1	29
20	21	1	1	1.0	0.34	0	29
21	22	3	3	1.0	0.7	1	29
22	23	2	2	1.0	0.65	0	29
23	24	2	2	1.0	0.49	1	29
24	25	2	2	1.0	0.57	0	29
25	26	2	1	1.0	0.22	1	29
26	27	1	2	1.0	0.4	1	29
27	28	2	1	1.0	0.27	1	29
28	29	1	3	1.0	0.88	0	29
29	30	3	1	1.0	0.09	1	29
30	31	3	2	1.0	0.44	1	29
31	32	3	3	1.0	0.95	1	29
32	33	2	3	1.0	0.75	1	29
33	34	2	1	0.0	0.06	1	29
34	35	2	3	1.0	0.83	0	29
35	36	1	3	1.0	0.66	0	29
36	37	3	3	1.0	0.84	1	29
37	38	1	3	1.0	0.93	0	29
38	39	3	1	1.0	0.2	1	29
39	40	3	2	1.0	0.41	1	29
40	41	1	2	1.0	0.59	0	29
41	42	1	3	1.0	0.85	0	29
42	43	3	3	1.0	0.92	1	29
43	44	2	3	1.0	0.8	0	29
44	45	1	2	1.0	0.37	0	29
45	46	1	3	1.0	0.8	1	29
46	47	2	2	1.0	0.62	0	29
47	48	2	1	0.0	0.11	1	29
48	49	3	2	1.0	0.5	1	29
49	50	3	2	1.0	0.63	1	29
50	51	2	3	1.0	0.89	0	29
51	52	1	3	1.0	0.71	0	29
52	53	2	1	1.0	0.19	1	29
53	54	2	2	1.0	0.46	0	29
54	55	3	1	0.0	0.07	0	29
55	56	3	2	1.0	0.55	1	29
56	57	2	3	1.0	0.67	1	29
57	58	2	1	1.0	0.25	0	29
58	59	3	1	1.0	0.28	1	29
59	60	1	1	1.0	0.32	0	29
60	61	3	3	1.0	0.68	1	29
61	62	1	1	1.0	0.07	0	29
62	63	2	2	1.0	0.54	1	29
63	64	2	3	1.0	0.75	1	29
64	65	1	1	1.0	0.23	0	29
65	66	1	2	1.0	0.5	0	29
66	67	3	1	0.0	0.14	1	29
67	68	2	1	1.0	0.32	0	29
68	69	1	2	1.0	0.45	0	29
69	70	2	2	1.0	0.38	1	29
70	71	3	3	1.0	0.76	1	29
71	72	1	1	1.0	0.16	0	29
72	73	3	2	1.0	0.39	1	29
73	74	2	1	1.0	0.24	1	29
74	75	2	3	1.0	0.86	0	29
75	76	1	2	1.0	0.56	0	29
76	77	3	3	1.0	0.81	1	29
77	78	2	3	1.0	0.94	0	29
78	79	2	2	1.0	0.51	1	29
79	80	3	1	1.0	0.33	1	29
80	81	1	2	1.0	0.42	0	29
81	82	1	3	1.0	0.69	0	29
82	83	2	3	1.0	0.72	0	29
83	84	1	1	1.0	0.12	0	29
84	85	3	2	1.0	0.55	1	29
85	86	1	1	1.0	0.21	0	29
86	87	3	2	1.0	0.47	1	29
87	88	3	1	0.0	0.12	1	29
88	89	2	1	0.0	0.17	1	29
89	90	1	2	1.0	0.64	0	29
90	91	1	1	1.0	0.05	0	29
91	92	1	3	1.0	0.85	0	29
92	93	1	1	1.0	0.29	0	29
93	94	1	3	1.0	0.77	1	29
94	95	3	1	0.0	0.17	1	29
95	96	2	3	1.0	0.78	1	29
96	97	2	2	1.0	0.43	1	29
97	98	3	3	1.0	0.65	1	29
98	99	3	3	1.0	0.73	0	29
99	100	2	1	1.0	0.3	0	29
101	102	3	1	1.0	0.26	1	29
102	103	1	2	1.0	0.48	0	29
103	104	2	1	0.0	0.08	0	29
104	105	3	3	1.0	0.9	1	29
105	106	2	2	1.0	0.6	1	29
106	107	2	2	1.0	0.35	0	29
107	108	3	2	1.0	0.6	1	29
0	1	1	2	1	0.53	0	30
1	2	2	1	0	0.13	0	30
2	3	2	3	1	0.91	1	30
3	4	3	1	0	0.15	1	30
4	5	1	2	1	0.61	0	30
5	6	3	1	0	0.31	1	30
6	7	3	3	1	0.79	1	30
7	8	1	1	0	0.1	0	30
8	9	3	2	1	0.58	1	30
9	10	3	2	1	0.36	1	30
10	11	1	3	1	0.82	0	30
11	12	3	1	0	0.22	1	30
12	13	3	3	1	0.87	0	30
13	14	1	2	1	0.45	0	30
14	15	2	3	1	0.7	0	30
15	16	1	1	1	0.27	0	30
16	17	2	2	1	0.4	0	30
17	18	1	1	1	0.18	0	30
18	19	1	3	1	0.74	0	30
19	20	3	2	1	0.52	1	30
20	21	1	1	1	0.34	0	30
21	22	3	3	1	0.7	1	30
22	23	2	2	1	0.65	0	30
23	24	2	2	1	0.49	1	30
24	25	2	2	1	0.57	0	30
25	26	2	1	1	0.22	1	30
26	27	1	2	1	0.4	1	30
27	28	2	1	1	0.27	1	30
28	29	1	3	1	0.88	0	30
29	30	3	1	0	0.09	1	30
30	31	3	2	0	0.44	1	30
31	32	3	3	1	0.95	1	30
32	33	2	3	1	0.75	1	30
33	34	2	1	0	0.06	1	30
34	35	2	3	1	0.83	0	30
35	36	1	3	1	0.66	0	30
36	37	3	3	1	0.84	1	30
37	38	1	3	1	0.93	0	30
38	39	3	1	0	0.2	1	30
39	40	3	2	0	0.41	1	30
40	41	1	2	1	0.59	0	30
41	42	1	3	1	0.85	0	30
42	43	3	3	1	0.92	1	30
43	44	2	3	1	0.8	0	30
44	45	1	2	1	0.37	0	30
45	46	1	3	1	0.8	1	30
46	47	2	2	1	0.62	0	30
47	48	2	1	0	0.11	1	30
48	49	3	2	1	0.5	1	30
49	50	3	2	1	0.63	1	30
50	51	2	3	1	0.89	0	30
51	52	1	3	1	0.71	0	30
52	53	2	1	0	0.19	1	30
53	54	2	2	1	0.46	0	30
54	55	3	1	0	0.07	0	30
55	56	3	2	1	0.55	1	30
56	57	2	3	1	0.67	1	30
57	58	2	1	1	0.25	0	30
58	59	3	1	1	0.28	1	30
59	60	1	1	1	0.32	0	30
60	61	3	3	1	0.68	1	30
61	62	1	1	0	0.07	0	30
62	63	2	2	1	0.54	1	30
63	64	2	3	1	0.75	1	30
64	65	1	1	1	0.23	0	30
65	66	1	2	1	0.5	0	30
66	67	3	1	0	0.14	1	30
67	68	2	1	1	0.32	0	30
68	69	1	2	1	0.45	0	30
69	70	2	2	1	0.38	1	30
70	71	3	3	1	0.76	1	30
71	72	1	1	0	0.16	0	30
72	73	3	2	1	0.39	1	30
73	74	2	1	1	0.24	1	30
74	75	2	3	1	0.86	0	30
75	76	1	2	1	0.56	0	30
76	77	3	3	1	0.81	1	30
77	78	2	3	1	0.94	0	30
78	79	2	2	1	0.51	1	30
79	80	3	1	1	0.33	1	30
80	81	1	2	1	0.42	0	30
81	82	1	3	1	0.69	0	30
82	83	2	3	1	0.72	0	30
83	84	1	1	0	0.12	0	30
84	85	3	2	1	0.55	1	30
85	86	1	1	1	0.21	0	30
86	87	3	2	1	0.47	1	30
87	88	3	1	0	0.12	1	30
88	89	2	1	0	0.17	1	30
89	90	1	2	1	0.64	0	30
90	91	1	1	0	0.05	0	30
91	92	1	3	1	0.85	0	30
92	93	1	1	1	0.29	0	30
93	94	1	3	1	0.77	1	30
94	95	3	1	0	0.17	1	30
95	96	2	3	1	0.78	1	30
96	97	2	2	1	0.43	1	30
97	98	3	3	1	0.65	1	30
98	99	3	3	1	0.73	0	30
99	100	2	1	1	0.3	0	30
100	101	1	3	1	0.9	0	30
101	102	3	1	0	0.26	1	30
102	103	1	2	1	0.48	0	30
103	104	2	1	0	0.08	0	30
104	105	3	3	1	0.9	1	30
105	106	2	2	1	0.6	1	30
106	107	2	2	1	0.35	0	30
107	108	3	2	1	0.6	1	30
0	1	1	2	1	0.53	0	31
1	2	2	1	1	0.13	0	31
2	3	2	3	1	0.91	1	31
